win_ratio,total_accuracy,kill_to_death_ratio,total_wins_per_hour,mvp_per_round,total_headshots_per_round,accuracy_ssg08,accuracy_awp,accuracy_deagle,accuracy_aug,accuracy_scar20,accuracy_m4a1,accuracy_ak47,accuracy_bizon,accuracy_elite,accuracy_famas,accuracy_fiveseven,accuracy_g3sg1,accuracy_galilar,accuracy_glock,accuracy_hkp2000,accuracy_m249,accuracy_mac10,accuracy_mag7,accuracy_mp7,accuracy_mp9,accuracy_negev,accuracy_nova,accuracy_p250,accuracy_p90,accuracy_sawedoff,accuracy_sg556,accuracy_tec9,accuracy_ump45,accuracy_xm1014,total_games_owned,VACBanned
0.43,0.14,0.85,17.54,0.06,0.23,0.17,0.32,0.17,0.14,0.15,0.14,0.11,0.14,0.18,0.18,0.14,0.15,0.11,0.17,0.17,0.05,0.12,0.13,0.18,0.17,0.03,0.23,0.2,0.13,0.13,0.13,0.12,0.11,0.16,34,1
0.53,0.17,1.25,21.19,0.13,0.55,0.31,0.43,0.17,0.2,0.26,0.18,0.16,0.17,0.13,0.19,0.17,0.18,0.15,0.19,0.21,0.06,0.19,0.14,0.19,0.19,0.04,0.16,0.22,0.15,0.14,0.14,0.15,0.16,0.14,30,1
0.53,0.17,1.42,25.73,0.15,0.36,0.38,0.39,0.24,0.22,0.16,0.18,0.17,0.18,0.19,0.2,0.18,0.2,0.15,0.15,0.18,0.13,0.14,0.18,0.22,0.17,0.05,0.18,0.17,0.16,0.14,0.17,0.18,0.15,0.13,161,1
0.58,0.22,1.92,25.46,0.21,1.03,0.25,0.36,0.22,0.32,0.18,0.23,0.22,0.29,0.22,0.24,0.28,0.32,0.21,0.21,0.24,0.17,0.26,0.17,0.24,0.22,0.08,0.17,0.29,0.17,0.25,0.23,0.21,0.24,0.21,39,1
0.49,0.18,1.08,32.7,0.2,0.4,0.28,0.36,0.26,0.3,0.21,0.19,0.17,0.16,0.2,0.21,0.2,0.24,0.22,0.2,0.2,0.08,0.21,0.19,0.2,0.22,0.07,0.2,0.16,0.16,0.16,0.19,0.28,0.2,0.19,53,1
0.54,0.11,1.18,21.07,0.07,0.4,0.2,0.39,0.12,0.12,0.07,0.12,0.12,0.14,0.14,0.13,0.11,0.32,0.07,0.03,0.07,0.08,0.09,0.17,0.13,0.11,0.06,0.08,0.12,0.15,0.12,0.18,0.12,0.09,0.15,281,1
0.55,0.2,1.36,25.58,0.14,0.81,0.56,0.4,0.25,0.24,0.27,0.16,0.12,0.21,0.43,0.22,0.28,0.28,0.16,0.26,0.29,0.12,0.22,0.23,0.26,0.23,0.1,0.21,0.34,0.19,0.22,0.25,0.38,0.2,0.23,44,1
0.37,0.21,1.07,3.34,0.06,1.99,0.29,0.41,0.2,0.18,0.07,0.2,0.17,0.21,0.21,0.2,0.23,0.2,0.14,0.38,0.26,0.07,0.21,0.17,0.27,0.19,0.1,0.24,0.24,0.2,0.2,0.17,0.16,0.19,0.19,27,1
0.48,0.17,0.88,23.91,0.09,0.34,0.16,0.38,0.23,0.2,0.15,0.14,0.14,0.21,0.18,0.18,0.23,0.1,0.16,0.19,0.19,0.11,0.22,0.24,0.18,0.23,0.09,0.17,0.21,0.19,0.17,0.18,0.25,0.21,0.23,10,1
0.53,0.19,1.55,23.13,0.11,0.81,0.29,0.49,0.6,0.26,0.37,0.18,0.16,0.27,0.25,0.16,0.2,0.37,0.12,0.19,0.25,0.1,0.29,0.23,0.22,0.22,0.18,0.2,0.2,0.18,0.15,0.28,0.28,0.22,0.25,13,1
0.47,0.19,1.13,7.9,0.07,1.67,0.33,0.38,0.28,0.27,0.17,0.18,0.19,0.21,0.24,0.19,0.19,0.18,0.14,0.17,0.16,0.15,0.21,0.22,0.18,0.24,0.1,0.22,0.2,0.17,0.16,0.24,0.28,0.2,0.2,32,1
0.5,0.2,1.1,26.65,0.07,0.44,0.49,0.43,0.33,0.21,0.21,0.32,0.17,0.26,0.19,0.23,0.2,0.23,0.26,0.19,0.2,0.16,0.24,0.17,0.26,0.27,0.05,0.22,0.22,0.18,0.19,0.15,0.15,0.22,0.26,284,1
0.49,0.16,0.93,19.83,0.07,0.47,0.27,0.29,0.23,0.16,0.16,0.18,0.15,0.15,0.16,0.18,0.19,0.12,0.14,0.16,0.18,0.07,0.18,0.22,0.18,0.19,0.04,0.2,0.19,0.15,0.2,0.14,0.2,0.19,0.19,27,1
0.53,0.23,1.5,19.44,0.14,1,0.41,0.45,0.33,0.23,0.35,0.24,0.21,0.22,0.23,0.25,0.23,0.31,0.21,0.23,0.26,0.13,0.24,0.2,0.36,0.24,0.09,0.24,0.22,0.2,0.22,0.23,0.21,0.25,0.21,141,1
0.51,0.18,1.27,20.66,0.1,0.63,0.23,0.28,0.21,0.21,0.13,0.18,0.17,0.15,0.24,0.17,0.18,0.22,0.14,0.17,0.18,0.14,0.22,0.21,0.19,0.23,0.1,0.18,0.16,0.15,0.16,0.22,0.23,0.16,0.2,63,1
0.49,0.19,0.97,16.64,0.12,0.51,0.29,0.32,0.23,0.27,0.18,0.19,0.19,0.15,0.28,0.2,0.2,0.21,0.16,0.17,0.2,0.12,0.22,0.26,0.2,0.25,0.09,0.19,0.19,0.14,0.18,0.16,0.42,0.17,0.2,0,1
0.52,0.19,1.76,24.65,0.16,0.72,0.21,0.37,0.22,0.1,0.08,0.21,0.18,0.12,0.05,0.18,0.21,0.12,0.14,0.16,0.18,0.94,0.11,0.32,,0.24,0.69,0.18,0.18,0.14,0.3,0.14,0.05,0.09,0.06,3,1
0.56,0.15,1.06,24.54,0.1,0.33,0.27,0.26,0.17,0.14,0.25,0.15,0.12,0.17,0.22,0.19,0.19,,0.03,0.1,0.19,0.13,0.03,0.14,0.19,0.17,0.07,0.13,0.15,0.14,,0.1,,0.19,0.2,3,1
0.52,0.15,1.45,26.19,0.19,0.35,0.33,0.38,0.23,0.16,0.17,0.12,0.15,0.14,,0.22,0.12,0.24,0.13,0.1,0.11,0.05,,,0.11,0.06,,,0.04,0.21,,0.16,0.11,0.15,,4,1
0.5,0.21,1.16,22.78,0.07,1.11,0.31,0.42,0.27,0.24,0.16,0.24,0.2,0.18,0.19,0.21,0.21,0.1,0.18,0.19,0.22,0.14,0.24,0.24,0.22,0.28,0.06,0.17,0.24,0.18,0.17,0.17,0.18,0.23,0.23,153,0
0.5,0.17,1.09,22,0.03,0.43,0.32,0.37,0.2,0.18,0.17,0.17,0.17,0.16,0.16,0.2,0.2,0.16,0.14,0.19,0.21,0.08,0.17,0.24,0.19,0.17,0.05,0.19,0.19,0.14,0.14,0.14,0.15,0.13,0.21,62,0
0.52,0.18,1.02,20.86,0.04,0.98,0.19,0.33,0.23,0.13,0.17,0.18,0.17,0.17,0.13,0.2,0.42,0.12,0.17,0.17,0.19,0.09,0.16,0.34,0.13,0.15,0.05,0.19,0.2,0.14,0.13,0.09,0.07,0.15,0.2,21,0
0.5,0.2,1.14,12.67,0.1,2,0.43,0.39,0.24,0.26,0.34,0.19,0.18,0.23,0.28,0.2,0.28,0.3,0.18,0.21,0.25,0.18,0.23,0.23,0.27,0.21,0.14,0.21,0.22,0.2,0.17,0.23,0.25,0.22,0.23,28,0
0.45,0.24,1.29,6.99,0.09,3.04,0.51,0.45,0.27,0.25,0.28,0.22,0.24,0.23,0.27,0.31,0.27,0.24,0.47,0.27,0.29,0.2,0.3,0.27,0.25,0.26,0.13,0.25,0.23,0.2,0.18,0.29,0.26,0.23,0.25,58,0
0.49,0.18,1.23,19.64,0.08,0.78,0.26,0.31,0.21,0.24,0.87,0.14,0.14,0.29,0.17,0.13,0.15,0.13,0.12,0.14,0.18,1.03,0.32,0.19,0.42,0.22,1.2,0.24,0.18,0.11,0.14,0.44,0.31,0.35,0.4,19,0
0.34,0.19,0.85,18.52,0.06,0.21,0.31,0.33,0.23,0.2,0.18,0.19,0.18,0.17,0.22,0.2,0.2,0.17,0.16,0.19,0.22,0.16,0.19,0.22,0.21,0.03,0.13,0.2,0.21,0.15,0.18,0.18,0.18,0.19,0.2,24,0
0.93,0.22,1.67,50.62,0.22,0.69,0.38,0.42,0.36,0.6,0.41,0.24,0.21,0.21,0.23,0.22,0.24,0.13,0.17,0.16,0.2,,0.11,0.24,0.19,0.12,,0.25,0.23,0.17,,1,0.19,0.11,0.5,15,0
0.51,0.23,1.29,17.79,0.06,0.49,0.64,0.42,0.26,0.23,0.23,0.24,0.23,0.2,0.13,0.21,0.24,0.2,0.2,0.24,0.26,0.12,0.22,0.29,0.22,0.21,0.1,0.35,0.25,0.2,0.33,0.08,0.17,0.18,0.2,24,0
0.5,0.22,1.53,20.94,0.12,0.72,0.33,0.43,0.33,0.26,0.23,0.25,0.2,0.18,0.18,0.2,0.22,0.24,0.19,0.2,0.24,0.17,0.16,0.24,0.2,0.19,0.09,0.19,0.21,0.15,0.17,0.21,0.19,0.22,0.26,34,0
0.48,0.22,1.26,22.63,0.12,0.38,0.4,0.4,0.26,0.25,0.24,0.23,0.22,0.16,0.2,0.24,0.2,0.29,0.18,0.21,0.25,0.08,0.15,0.2,0.17,0.19,0.04,0.21,0.25,0.19,0.17,0.2,0.16,0.18,0.18,144,0
0.52,0.18,1.15,23.65,0.11,0.38,0.35,0.32,0.26,0.18,0.21,0.15,0.16,0.14,0.21,0.18,0.21,0.28,0.18,0.16,0.21,0.08,0.14,0.28,0.23,0.19,0.07,0.19,0.21,0.16,0.25,0.19,0.17,0.17,0.22,35,0
0.52,0.18,1.2,25.46,0.03,0.53,0.29,0.36,0.24,0.17,0.11,0.18,0.17,0.17,0.19,0.18,0.2,0.13,0.15,0.16,0.2,0.1,0.18,0.17,0.21,0.18,0.05,0.17,0.19,0.16,0.09,0.16,0.16,0.19,0.17,17,0
0.51,0.15,1.08,23.51,0.11,0.39,0.33,0.34,0.17,0.14,0.21,0.16,0.13,0.17,0.19,0.16,0.26,0.19,0.13,0.16,0.17,0.1,0.23,0.19,0.17,0.15,0.09,0.15,0.19,0.13,0.17,0.13,0.15,0.16,0.14,79,0
0.49,0.2,1.18,14.82,0.09,0.75,0.35,0.39,0.24,0.31,0.2,0.2,0.2,0.18,0.21,0.23,0.24,0.16,0.19,0.18,0.21,0.14,0.22,0.21,0.21,0.21,0.07,0.18,0.22,0.18,0.16,0.31,0.2,0.19,0.19,35,0
0.52,0.15,1.23,25.38,0.14,0.55,0.19,0.27,0.17,0.17,0.11,0.17,0.13,0.16,0.09,0.16,0.14,0.11,0.11,0.15,0.17,0.11,0.12,0.16,0.12,0.11,0.04,0.1,0.14,0.14,0.12,0.11,0.09,0.11,0.12,22,0
0.53,0.22,1.71,18.11,0.12,1.05,0.38,0.41,0.25,0.29,0.2,0.2,0.19,0.26,0.22,0.23,0.25,0.38,0.18,0.24,0.24,0.16,0.27,0.23,0.28,0.23,0.13,0.25,0.25,0.29,0.21,0.27,0.27,0.23,0.22,142,0
0.48,0.15,1.2,21.94,0.02,0.44,0.29,0.41,0.21,0.22,0.16,0.16,0.14,0.1,0.12,0.19,0.18,0.07,0.13,0.15,0.18,0.1,0.11,0.18,0.14,0.12,0.04,0.17,0.19,0.13,0.09,0.13,0.06,0.11,0.1,20,0
0.51,0.2,1.4,17.6,0.13,0.83,0.34,0.38,0.25,0.19,0.19,0.21,0.18,0.16,0.2,0.21,0.25,0.24,0.16,0.18,0.2,0.13,0.28,0.21,0.22,0.22,0.07,0.2,0.22,0.19,0.17,0.15,0.22,0.2,0.19,83,0
0.51,0.19,1.16,21.44,0.09,0.67,0.34,0.38,0.2,0.17,0.17,0.21,0.18,0.15,0.12,0.19,0.14,0.08,0.13,0.14,0.19,0.1,0.12,0.25,0.13,0.16,0.04,0.14,0.21,0.14,0.11,0.14,0.13,0.11,0.15,70,0
0.51,0.21,0.92,25.63,0.14,0.35,0.46,0.48,0.35,0.24,0.28,0.24,0.2,0.17,0.22,0.25,0.25,0.25,0.2,0.22,0.24,0.12,0.22,0.26,0.25,0.28,0.06,0.24,0.26,0.19,0.19,0.2,0.18,0.22,0.34,261,0
0.51,0.16,1.14,24.98,0.09,0.39,0.25,0.36,0.19,0.17,0.22,0.15,0.15,0.14,0.17,0.16,0.17,0.15,0.14,0.15,0.17,0.13,0.15,0.21,0.14,0.13,0.07,0.15,0.18,0.14,0.12,0.13,0.17,0.1,0.18,29,0
0.56,0.17,1.71,19.31,0.13,0.9,0.35,0.36,0.23,0.22,0.19,0.18,0.17,0.22,0.26,0.19,0.2,0.21,0.17,0.13,0.15,0.17,0.23,0.2,0.17,0.19,0.09,0.22,0.18,0.16,0.19,0.19,0.27,0.19,0.22,55,0
0.51,0.19,1.36,24.52,0.13,0.47,0.34,0.34,0.24,0.22,0.22,0.19,0.18,0.24,0.26,0.21,0.21,0.21,0.18,0.18,0.21,0.18,0.27,0.19,0.22,0.22,0.09,0.2,0.23,0.17,0.2,0.19,0.18,0.2,0.23,48,0
0.52,0.17,1.02,18,0.1,0.49,0.28,0.34,0.21,0.16,0.19,0.18,0.16,0.12,0.1,0.16,0.49,0.14,0.19,0.17,0.17,0.15,0.19,0.21,0.21,0.14,0.07,0.2,0.23,0.14,0.16,0.13,0.2,0.14,0.21,81,0
0.51,0.16,1.03,24.73,0.11,0.31,0.22,0.3,0.2,0.15,0.12,0.15,0.15,0.16,0.16,0.16,0.18,0.09,0.14,0.15,0.18,0.12,0.18,0.17,0.15,0.16,0.04,0.17,0.17,0.13,0.12,0.2,0.12,0.11,0.16,27,0
0.49,0.16,1.05,20.37,0.07,0.47,0.28,0.3,0.2,0.19,0.19,0.17,0.16,0.16,0.17,0.16,0.15,0.1,0.12,0.16,0.16,0.12,0.2,0.19,0.2,0.19,0.08,0.16,0.18,0.16,0.13,0.14,0.16,0.16,0.14,29,0
0.5,0.2,1.2,20.67,0.1,0.64,0.27,0.35,0.21,0.21,0.29,0.2,0.19,0.2,0.19,0.17,0.19,0.14,0.17,0.17,0.2,0.09,0.24,0.24,0.2,0.26,0.05,0.23,0.18,0.18,0.17,0.14,0.14,0.15,0.2,47,0
0.5,0.17,0.89,25.34,0.05,0.33,0.37,0.45,0.22,0.27,0.3,0.16,0.17,0.14,0.21,0.23,0.17,0.26,0.13,0.16,0.17,2.29,0.53,0.14,0.62,0.95,0.23,0.3,0.17,0.13,0.2,0.42,0.26,0.45,0.37,34,0
0.52,0.17,1.02,24.67,0.09,0.49,0.32,0.39,0.21,0.2,0.2,0.16,0.15,0.19,0.14,0.17,0.16,0.13,0.14,0.16,0.17,0.12,0.17,0.22,0.19,0.21,0.13,0.17,0.18,0.15,0.15,0.19,0.21,0.2,0.18,45,0
0.51,0.21,1.18,18.19,0.03,0.7,0.22,0.37,0.25,0.17,0.2,0.19,0.19,0.18,0.23,0.21,0.22,0.14,0.16,0.16,0.22,0.17,0.2,0.19,0.16,0.26,0.06,0.16,0.22,0.17,0.15,0.22,0.18,0.21,0.26,12,0
0.5,0.2,1.33,24.18,0.11,0.47,0.26,0.35,0.21,0.17,0.18,0.19,0.16,0.24,0.18,0.21,0.23,0.18,0.13,0.19,0.22,0.11,0.29,0.19,0.29,0.42,0.09,0.2,0.2,0.27,0.17,0.15,0.13,0.23,0.28,51,0
0.64,0.2,2.17,39.87,0.24,0.57,0.42,0.42,0.28,0.27,0.26,0.2,0.18,0.19,0.2,0.22,0.22,0.22,0.16,0.2,0.22,0.16,0.23,0.2,0.24,0.22,0.09,0.19,0.22,0.18,0.19,0.25,0.2,0.2,0.21,25,0
0.5,0.21,1.01,20.99,0.01,0.55,0.3,0.36,0.27,0.2,0.22,0.21,0.19,0.17,0.19,0.2,0.29,0.19,0.15,0.21,0.2,1.22,0.18,0.11,0.17,0.13,0.08,0.21,0.2,0.17,0.57,0.17,0.18,0.13,0.19,20,0
0.52,0.21,1.21,22.01,0.14,0.72,0.4,0.4,0.25,0.26,0.35,0.19,0.17,0.23,0.24,0.22,0.22,0.33,0.17,0.19,0.21,0.19,0.27,0.18,0.27,0.24,0.13,0.21,0.22,0.2,0.18,0.25,0.27,0.2,0.2,25,0
0.57,0.2,1.68,17.19,0.15,0.95,0.32,0.4,0.27,0.23,0.19,0.19,0.18,0.22,0.24,0.21,0.21,0.2,0.17,0.2,0.22,0.15,0.21,0.24,0.23,0.23,0.14,0.22,0.22,0.2,0.19,0.21,0.21,0.2,0.22,79,0
0.49,0.17,0.89,24.36,0.11,0.27,0.33,0.35,0.18,0.16,0.15,0.19,0.16,0.15,0.12,0.18,0.16,0.05,0.13,0.16,0.22,0.17,0.24,0.13,0.2,0.16,0.07,0.13,0.18,0.13,0.03,0.16,0.09,0.19,0.21,22,0
0.48,0.23,2.65,16.38,0.08,3.12,0.34,0.44,0.35,0.2,0.18,0.27,0.25,0.34,0.36,0.51,0.25,0.49,0.72,0.29,0.31,0.29,0.19,0.28,0.37,0.37,1.54,0.21,0.29,0.19,0.18,0.19,0.23,0.4,0.32,37,0
0.51,0.17,1.19,25.35,0.15,0.39,0.31,0.34,0.25,0.18,0.13,0.18,0.17,0.16,0.18,0.19,0.19,0.1,0.16,0.18,0.22,0.13,0.16,0.19,0.17,0.2,0.05,0.17,0.18,0.15,0.14,0.16,0.27,0.15,0.18,40,0
0.53,0.21,1.49,23.33,0.11,1.09,0.35,0.38,0.25,0.3,0.27,0.2,0.17,0.3,0.36,0.22,0.24,0.36,0.25,0.2,0.24,0.17,0.17,0.24,0.24,0.23,0.09,0.23,0.23,0.4,0.2,0.26,0.32,0.25,0.28,172,0
0.53,0.19,1.37,12.7,0.14,1.7,0.34,0.43,0.26,0.22,0.22,0.19,0.17,0.17,0.26,0.21,0.24,0.2,0.16,0.2,0.24,0.15,0.28,0.29,0.24,0.25,0.12,0.26,0.24,0.2,0.24,0.21,0.22,0.2,0.26,54,0
0.48,0.25,1.67,21.07,0.1,1.57,0.48,0.39,0.28,0.39,0.41,0.28,0.31,1.07,0.95,0.22,0.22,0.46,0.28,0.22,0.24,0.75,0.34,0.37,0.74,0.47,0.9,0.24,0.38,0.38,0.39,0.32,0.32,0.92,0.44,13,0
0.56,0.2,2.03,27.35,0.19,0.96,0.49,0.4,0.25,0.54,0.61,0.21,0.16,0.29,0.26,0.18,0.21,0.6,0.27,0.17,0.19,0.3,0.22,0.2,0.21,0.22,0.27,0.17,0.27,0.28,0.17,0.3,0.28,0.3,0.39,70,0
0.51,0.2,1.19,24.4,0.13,0.59,0.48,0.43,0.26,0.27,0.22,0.19,0.17,0.22,0.27,0.22,0.21,0.19,0.21,0.19,0.21,0.21,0.2,0.22,0.21,0.22,0.16,0.21,0.21,0.19,0.15,0.27,0.21,0.21,0.24,21,0
0.5,0.14,0.91,18.38,0.09,0.38,0.29,0.31,0.21,0.19,0.15,0.14,0.14,0.14,0.16,0.15,0.17,0.11,0.14,0.15,0.17,0.07,0.17,0.18,0.17,0.16,0.04,0.18,0.19,0.13,0.15,0.16,0.14,0.18,0.15,108,0
0.51,0.21,1.54,21.76,0.15,0.87,0.48,0.45,0.3,0.26,0.23,0.22,0.19,0.2,0.21,0.22,0.21,0.28,0.17,0.19,0.26,0.17,0.42,0.22,0.16,0.23,0.13,0.25,0.22,0.16,0.05,0.23,0.17,0.2,0.28,16,0
0.49,0.16,1.09,22.54,0.09,0.32,0.25,0.35,0.13,0.17,0.17,0.17,0.16,0.16,0.15,0.18,0.18,0.13,0.14,0.16,0.17,0.14,0.12,0.17,0.2,0.15,0.09,0.13,0.18,0.15,0.13,0.16,0.12,0.15,0.18,34,0
0.49,0.2,1.54,16.4,0.1,1.42,0.37,0.41,0.27,0.25,0.48,0.19,0.19,0.25,0.34,0.23,0.22,0.78,0.2,0.17,0.22,0.26,0.3,0.24,0.29,0.33,0.16,0.21,0.21,0.15,0.17,0.34,0.29,0.2,0.27,73,0
0.52,0.17,1.18,23.38,0.08,0.49,0.3,0.37,0.22,0.2,0.19,0.17,0.15,0.22,0.22,0.18,0.22,0.14,0.15,0.19,0.19,0.1,0.16,0.2,0.22,0.23,0.07,0.18,0.19,0.2,0.17,0.25,0.18,0.2,0.2,25,0
0.5,0.17,1.17,20.77,0.12,0.8,0.3,0.4,0.25,0.19,0.16,0.19,0.17,0.14,0.18,0.18,0.17,0.18,0.14,0.15,0.19,0.12,0.19,0.2,0.18,0.21,0.07,0.18,0.18,0.15,0.15,0.16,0.15,0.15,0.18,80,0
0.49,0.17,1.07,22.21,0.11,0.36,0.28,0.35,0.19,0.18,0.17,0.18,0.16,0.15,0.18,0.18,0.2,0.15,0.14,0.16,0.17,0.07,0.16,0.2,0.22,0.18,0.04,0.2,0.19,0.12,0.18,0.16,0.16,0.13,0.17,120,0
0.52,0.16,1.24,21.19,0.07,0.64,0.36,0.38,0.22,0.18,0.26,0.17,0.15,0.19,0.13,0.17,0.17,0.15,0.14,0.15,0.18,0.1,0.17,0.23,0.15,0.18,0.07,0.2,0.18,0.16,0.19,0.21,0.13,0.18,0.22,76,0
0.51,0.18,0.64,18.94,0.14,0.68,0.25,0.32,0.25,0.26,0.18,0.17,0.16,0.22,0.18,0.17,0.2,0.18,0.17,0.16,0.19,0.11,0.17,0.21,0.45,0.18,0.37,0.18,0.19,0.16,0.15,0.19,0.17,0.23,0.18,81,0
0.5,0.2,1.15,19.87,0.1,0.56,0.4,0.45,0.21,0.24,0.2,0.21,0.19,0.13,0.17,0.19,0.22,0.13,0.16,0.2,0.23,0.11,0.25,0.26,0.21,0.24,0.05,0.21,0.21,0.16,0.12,0.2,0.15,0.15,0.19,23,0
0.5,0.19,1.24,23.07,0.11,0.45,0.48,0.38,0.41,0.51,0.44,0.19,0.17,0.22,0.35,0.2,0.23,0.14,0.18,0.18,0.26,0.13,0.21,0.21,0.73,0.22,0.28,0.17,0.23,0.17,0.21,0.18,0.3,0.18,0.2,29,0
0.52,0.18,1.04,26.25,0,0.42,0.32,0.39,0.21,0.18,0.2,0.2,0.17,0.18,0.1,0.22,0.19,0.1,0.16,0.19,0.19,0.03,0.14,0.17,0.16,0.11,0.06,0.14,0.21,0.18,0.12,0.1,0.09,0.15,0.11,20,0
0.5,0.17,1.13,24.87,0.12,0.25,0.31,0.35,0.22,0.19,0.17,0.17,0.14,0.15,0.19,0.19,0.21,0.15,0.14,0.17,0.19,0.07,0.18,0.2,0.19,0.19,0.06,0.18,0.19,0.15,0.16,0.17,0.15,0.14,0.2,59,0
0.52,0.21,1.39,24.53,0.09,1.39,0.37,0.47,0.28,0.25,0.26,0.22,0.2,0.26,0.25,0.21,0.29,0.26,0.16,0.22,0.38,0.15,0.23,0.22,0.25,0.22,0.11,0.22,0.34,0.18,0.19,0.22,0.21,0.21,0.21,25,0
0.5,0.18,1.19,23.52,0.09,0.43,0.32,0.39,0.2,0.16,0.15,0.19,0.15,0.17,0.17,0.17,0.18,0.12,0.13,0.15,0.17,0.15,0.16,0.24,0.2,0.22,0.08,0.25,0.19,0.16,0.2,0.16,0.2,0.16,0.13,46,0
0.5,0.17,1.28,12.41,0.01,1.84,0.26,0.37,0.26,0.19,0.2,0.13,0.17,0.15,0.18,0.15,0.21,0.16,0.12,0.13,0.14,0.14,0.19,0.2,0.14,0.16,0.05,0.13,0.19,0.14,0.16,0.14,0.12,0.13,0.13,19,0
0.49,0.17,0.92,24.95,0.05,0.37,0.31,0.34,0.24,0.2,0.22,0.16,0.16,0.18,0.23,0.19,0.18,0.19,0.16,0.15,0.18,0.11,0.2,0.19,0.18,0.24,0.08,0.18,0.19,0.18,0.17,0.21,0.19,0.19,0.16,52,0
0.5,0.16,0.9,25.84,0.09,0.27,0.24,0.3,0.19,0.19,0.2,0.16,0.13,0.17,0.22,0.15,0.18,0.2,0.13,0.17,0.18,0.13,0.16,0.21,0.14,0.16,0.08,0.21,0.19,0.14,0.16,0.18,0.15,0.16,0.23,32,0
0.52,0.18,1.2,24.28,0.11,0.35,0.36,0.44,0.23,0.2,0.45,0.17,0.16,0.14,0.16,0.19,0.19,0.08,0.17,0.18,0.21,0.16,0.25,0.24,0.16,0.17,0.12,0.2,0.2,0.15,0.22,0.18,0.15,0.13,0.21,16,0
0.5,0.17,1.02,19.83,0.1,0.36,0.31,0.38,0.23,0.16,0.17,0.19,0.16,0.14,0.16,0.18,0.16,0.11,0.14,0.16,0.19,0.08,0.17,0.21,0.19,0.17,0.05,0.16,0.21,0.15,0.15,0.13,0.16,0.18,0.2,24,0
0.5,0.17,1.2,24.41,0.12,0.34,0.39,0.43,0.25,0.18,0.23,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.14,0.18,0.2,0.08,0.18,0.19,0.19,0.2,0.06,0.18,0.18,0.15,0.16,0.17,0.14,0.15,0.17,35,0
0.5,0.18,1.26,22.22,0.11,0.47,0.3,0.36,0.22,0.16,0.17,0.17,0.17,0.18,0.2,0.17,0.2,0.32,0.14,0.17,0.18,0.11,0.21,0.2,0.17,0.19,0.22,0.19,0.2,0.15,0.14,0.15,0.18,0.14,0.19,23,0
0.51,0.17,1.14,25.25,0.11,0.37,0.28,0.34,0.19,0.18,0.18,0.17,0.16,0.17,0.22,0.19,0.22,0.19,0.15,0.21,0.22,0.14,0.22,0.18,0.21,0.2,0.11,0.2,0.22,0.16,0.15,0.19,0.18,0.16,0.16,27,0
0.53,0.15,1.26,19.45,0.03,0.92,0.25,0.29,0.19,0.16,0.14,0.16,0.14,0.13,0.17,0.21,0.19,0.07,0.12,0.16,0.15,0.11,0.13,0.19,0.14,0.15,0.22,0.18,0.19,0.15,0.11,0.14,0.13,0.11,0.16,31,0
0.53,0.21,1.3,25.57,0.03,0.63,0.48,0.42,0.26,0.34,0.27,0.21,0.19,0.26,0.23,0.22,0.22,0.17,0.19,0.2,0.21,0.33,0.27,0.28,0.18,0.28,0.07,0.26,0.21,0.19,0.2,0.23,0.17,0.32,0.3,280,0
0.51,0.17,1.2,25.11,0.12,0.24,0.28,0.38,0.19,0.14,0.24,0.18,0.16,0.17,0.11,0.14,0.18,0.17,0.13,0.15,0.17,0.07,0.07,0.16,0.17,0.5,0.06,0.2,0.19,0.15,0.08,0.18,0.06,0.14,0.09,16,0
0.64,0.2,0.64,19.96,0.07,0.34,0.36,0.44,0.29,0.23,0.19,0.21,0.19,0.19,0.56,0.22,0.23,0.27,0.18,0.2,0.23,0.17,0.21,0.24,0.16,0.26,0.11,0.24,0.2,0.16,0.25,0.23,0.21,0.24,0.26,13,0
0.56,0.21,1.63,26.22,0.15,0.36,0.34,0.4,0.25,0.22,0.25,0.22,0.18,0.21,0.26,0.23,0.27,0.17,0.16,0.2,0.24,0.18,0.2,0.23,0.28,0.25,0.06,0.23,0.24,0.18,0.19,0.17,0.25,0.22,0.25,79,0
0.53,0.19,1.56,22.96,0.13,0.79,0.43,0.4,0.25,0.24,0.21,0.2,0.17,0.16,0.19,0.2,0.25,0.16,0.15,0.18,0.23,0.13,0.22,0.24,0.2,0.23,0.07,0.23,0.22,0.19,0.2,0.22,0.2,0.17,0.23,42,0
0.53,0.17,1.52,16.22,0.1,1.46,0.67,0.42,0.2,0.2,0.01,0.18,0.16,0.17,0.2,0.18,0.17,0.05,0.52,0.1,0.15,0.09,0.18,0.2,0.32,0.23,0.22,0.16,0.21,0.14,0.16,0.2,0.16,0.12,0.19,91,0
0.54,0.24,1.27,25.13,0.14,0.34,0.48,0.49,0.36,0.36,0.26,0.24,0.23,0.29,0.22,0.24,0.25,0.24,0.25,0.24,0.25,0.13,0.28,0.26,0.28,0.24,0.09,0.26,0.25,0.19,0.23,0.26,0.21,0.27,0.25,96,0
0.54,0.22,1.67,25.79,0.17,0.68,0.4,0.43,0.32,0.26,0.37,0.27,0.23,0.23,0.26,0.25,0.37,0.3,0.21,0.2,0.25,0.16,0.24,0.25,0.24,0.27,0.07,0.22,0.24,0.18,0.2,0.25,0.24,0.21,0.22,424,0
